"f" "voor" "ref" "hyp"
"6212" "07072022_result.TextGrid" 258 "sul" "sul"
"6213" "07072022_result.TextGrid" 258 "on" "on"
"6214" "07072022_result.TextGrid" 258 "old" "old"
"6215" "07072022_result.TextGrid" 258 "way" "####"
"6216" "07072022_result.TextGrid" 258 "dip" "####"
"6217" "07072022_result.TextGrid" 258 "mhmh" "####"
"6218" "07072022_result.TextGrid" 258 "new" "####"
"6219" "07072022_result.TextGrid" 258 "way" "way"
"6220" "07072022_result.TextGrid" 258 "dip" "####"
"6221" "07072022_result.TextGrid" 258 "femme" "####"
"6222" "07072022_result.TextGrid" 258 "dip" "tip"
"6223" "07072022_result.TextGrid" 258 "ja" "neway"
"6224" "07072022_result.TextGrid" 258 "dramatic" "ti"
"6225" "07072022_result.TextGrid" 258 "dip" "fam"
"6226" "07072022_result.TextGrid" 258 "ja" "tip"
"6227" "07072022_result.TextGrid" 259 "ma" "ma"
"6228" "07072022_result.TextGrid" 259 "ei" "ei"
"6229" "07072022_result.TextGrid" 259 "tea" "tea"
"6230" "07072022_result.TextGrid" 259 "kas" "kas"
"6231" "07072022_result.TextGrid" 259 "see" "see"
"6232" "07072022_result.TextGrid" 259 "on" "on"
"6233" "07072022_result.TextGrid" 259 "suurim" "suurim"
"6234" "07072022_result.TextGrid" 259 "fail" "fail"
"6235" "07072022_result.TextGrid" 259 "aga" "aga"
"6236" "07072022_result.TextGrid" 259 "minu" "minu"
"6237" "07072022_result.TextGrid" 259 "jaoks" "jaoks"
"6238" "07072022_result.TextGrid" 259 "kõige" "kõige"
"6239" "07072022_result.TextGrid" 259 "traumeerivam" "traumeerivam"
"6240" "07072022_result.TextGrid" 259 "asi" "asi"
"6241" "07072022_result.TextGrid" 259 "mis" "mis"
"6242" "07072022_result.TextGrid" 259 "jutt" "jutt"
"6243" "07072022_result.TextGrid" 259 "see" "####"
"6244" "07072022_result.TextGrid" 259 "oli" "oli"
"6245" "07072022_result.TextGrid" 259 "eelmine" "eelmine"
"6246" "07072022_result.TextGrid" 259 "kord" "kord"
"6247" "07072022_result.TextGrid" 259 "kui" "kui"
"6248" "07072022_result.TextGrid" 259 "me" "me"
"6249" "07072022_result.TextGrid" 259 "pidasime" "pidasime"
"6250" "07072022_result.TextGrid" 259 "sünnipäeva" "sünnipäeva"
"6251" "07072022_result.TextGrid" 259 "mhmh" "####"
"6252" "07072022_result.TextGrid" 259 "mis" "mis"
"6253" "07072022_result.TextGrid" 259 "ei" "ei"
"6254" "07072022_result.TextGrid" 259 "olnud" "olnud"
"6255" "07072022_result.TextGrid" 259 "eelmine" "eelmine"
"6256" "07072022_result.TextGrid" 259 "aasta" "aasta"
"6257" "07072022_result.TextGrid" 259 "aga" "aga"
"6258" "07072022_result.TextGrid" 259 "see" "see"
"6259" "07072022_result.TextGrid" 259 "oli" "oli"
"6260" "07072022_result.TextGrid" 259 "vist" "vist"
"6261" "07072022_result.TextGrid" 259 "üleeelmine" "üleeelmine"
"6262" "07072022_result.TextGrid" 259 "sest" "sest"
"6263" "07072022_result.TextGrid" 259 "eelmine" "eelmine"
"6264" "07072022_result.TextGrid" 259 "aasta" "aasta"
"6265" "07072022_result.TextGrid" 259 "minu" "minu"
"6266" "07072022_result.TextGrid" 259 "meelest" "meelest"
"6267" "07072022_result.TextGrid" 259 "me" "me"
"6268" "07072022_result.TextGrid" 259 "ei" "ei"
"6269" "07072022_result.TextGrid" 259 "teinud" "teinud"
"6270" "07072022_result.TextGrid" 259 "sünnipäeva" "sünnipäeva"
"6271" "07072022_result.TextGrid" 260 "aga" "aga"
"6272" "07072022_result.TextGrid" 260 "siis" "siis"
"6273" "07072022_result.TextGrid" 260 "esimese" "esimese"
"6274" "07072022_result.TextGrid" 260 "show" "show"
"6275" "07072022_result.TextGrid" 260 "ajal" "ajal"
"6276" "07072022_result.TextGrid" 260 "mis" "mis"
"6277" "07072022_result.TextGrid" 260 "on" "on"
"6278" "07072022_result.TextGrid" 260 "meie" "meie"
"6279" "07072022_result.TextGrid" 260 "see" "see"
"6280" "07072022_result.TextGrid" 260 "opening" "opening"
"6281" "07072022_result.TextGrid" 260 "number" "number"
"6282" "07072022_result.TextGrid" 260 "mida" "mida"
"6283" "07072022_result.TextGrid" 260 "me" "me"
"6284" "07072022_result.TextGrid" 260 "tavaliselt" "tavaliselt"
"6285" "07072022_result.TextGrid" 260 "teeme" "teeme"
"6286" "07072022_result.TextGrid" 260 "kõik" "kõik"
"6287" "07072022_result.TextGrid" 260 "koos" "koos"
"6288" "07072022_result.TextGrid" 260 "me" "me"
"6289" "07072022_result.TextGrid" 260 "tõime" "tõime"
"6290" "07072022_result.TextGrid" 260 "show" "show"
"6291" "07072022_result.TextGrid" 260 "alguses" "alguses"
"6292" "07072022_result.TextGrid" 260 "vist" "vist"
"6293" "07072022_result.TextGrid" 260 "isegi" "isegi"
"6294" "07072022_result.TextGrid" 260 "koogi" "koogi"
"6295" "07072022_result.TextGrid" 260 "lavale" "lavale"
"6296" "07072022_result.TextGrid" 260 "jah" "####"
"6297" "07072022_result.TextGrid" 261 "ja" "ja"
"6298" "07072022_result.TextGrid" 261 "ma" "ma"
"6299" "07072022_result.TextGrid" 261 "olen" "olen"
"6300" "07072022_result.TextGrid" 261 "seda" "seda"
"6301" "07072022_result.TextGrid" 261 "ühe" "ühe"
"6302" "07072022_result.TextGrid" 261 "korra" "korra"
"6303" "07072022_result.TextGrid" 261 "ennem" "enne"
"6304" "07072022_result.TextGrid" 261 "ka" "ka"
"6305" "07072022_result.TextGrid" 261 "teinud" "teinud"
"6306" "07072022_result.TextGrid" 261 "niimoodi" "niimoodi"
"6307" "07072022_result.TextGrid" 261 "et" "et"
"6308" "07072022_result.TextGrid" 261 "aga" "aga"
"6309" "07072022_result.TextGrid" 261 "see" "see"
"6310" "07072022_result.TextGrid" 261 "ei" "ei"
"6311" "07072022_result.TextGrid" 261 "olnud" "olnud"
"6312" "07072022_result.TextGrid" 261 "bämmil" "bammil"
"6313" "07072022_result.TextGrid" 261 "see" "see"
"6314" "07072022_result.TextGrid" 261 "oli" "oli"
"6315" "07072022_result.TextGrid" 261 "####" "love"
"6316" "07072022_result.TextGrid" 261 "love" "bon"
"6317" "07072022_result.TextGrid" 261 "ponyl" "il"
"6318" "07072022_result.TextGrid" 261 "kui" "kui"
"6319" "07072022_result.TextGrid" 261 "keegi" "keegi"
"6320" "07072022_result.TextGrid" 261 "mäletab" "mäletab"
"6321" "07072022_result.TextGrid" 261 "sellist" "sellist"
"6322" "07072022_result.TextGrid" 262 "igal" "igal"
"6323" "07072022_result.TextGrid" 262 "juhul" "juhul"
"6324" "07072022_result.TextGrid" 262 "oli" "oli"
"6325" "07072022_result.TextGrid" 262 "tort" "tort"
"6326" "07072022_result.TextGrid" 262 "ja" "ja"
"6327" "07072022_result.TextGrid" 262 "siis" "siis"
"6328" "07072022_result.TextGrid" 262 "me" "me"
"6329" "07072022_result.TextGrid" 262 "mingi" "mingi"
"6330" "07072022_result.TextGrid" 263 "midagi" "midagi"
"6331" "07072022_result.TextGrid" 263 "sõime" "sõime"
"6332" "07072022_result.TextGrid" 263 "seda" "seda"
"6333" "07072022_result.TextGrid" 263 "ja" "ja"
"6334" "07072022_result.TextGrid" 263 "siis" "siis"
"6335" "07072022_result.TextGrid" 263 "me" "me"
"6336" "07072022_result.TextGrid" 263 "andsime" "andsime"
"6337" "07072022_result.TextGrid" 263 "selle" "selle"
"6338" "07072022_result.TextGrid" 263 "publikusse" "publikusse"
"6339" "07072022_result.TextGrid" 263 "et" "et"
"6340" "07072022_result.TextGrid" 263 "näe" "näe"
"6341" "07072022_result.TextGrid" 263 "võtke" "võtke"
"6342" "07072022_result.TextGrid" 263 "torti" "tarti"
"6343" "07072022_result.TextGrid" 264 "sünnipäev" "sünnipäev"
"6344" "07072022_result.TextGrid" 264 "jehu" "jehu"
"6345" "07072022_result.TextGrid" 264 "ja" "ja"
"6346" "07072022_result.TextGrid" 264 "siis" "siis"
"6347" "07072022_result.TextGrid" 264 "keegi" "keegi"
"6348" "07072022_result.TextGrid" 264 "debiilik" "####"
"6349" "07072022_result.TextGrid" 264 "viskas" "####"
"6350" "07072022_result.TextGrid" 264 "mulle" "####"
"6351" "07072022_result.TextGrid" 264 "näkku" "####"
"6352" "07072022_result.TextGrid" 265 "tordi" "tordi"
"6353" "07072022_result.TextGrid" 265 "oh" "####"
"6354" "07072022_result.TextGrid" 265 "my" "####"
"6355" "07072022_result.TextGrid" 265 "god" "####"
"6356" "07072022_result.TextGrid" 265 "nagu" "####"
"6357" "07072022_result.TextGrid" 266 "ja" "ja"
"6358" "07072022_result.TextGrid" 266 "ma" "ma"
"6359" "07072022_result.TextGrid" 266 "olin" "olin"
"6360" "07072022_result.TextGrid" 266 "üleni" "üleni"
"6361" "07072022_result.TextGrid" 266 "valges" "valges"
"6362" "07072022_result.TextGrid" 266 "see" "see"
"6363" "07072022_result.TextGrid" 266 "ei" "ei"
"6364" "07072022_result.TextGrid" 266 "olnud" "olnud"
"6365" "07072022_result.TextGrid" 266 "valge" "valge"
"6366" "07072022_result.TextGrid" 266 "tort" "tort"
"6367" "07072022_result.TextGrid" 267 "ja" "ja"
"6368" "07072022_result.TextGrid" 267 "niimoodi" "niimoodi"
"6369" "07072022_result.TextGrid" 267 "et" "et"
"6370" "07072022_result.TextGrid" 267 "ma" "ma"
"6371" "07072022_result.TextGrid" 267 "olin" "olin"
"6372" "07072022_result.TextGrid" 267 "täiesti" "täiesti"
"6373" "07072022_result.TextGrid" 267 "täis" "täis"
"6374" "07072022_result.TextGrid" 267 "seda" "seda"
"6375" "07072022_result.TextGrid" 267 "kuradi" "kuradi"
"6376" "07072022_result.TextGrid" 267 "torti" "torti"
"6377" "07072022_result.TextGrid" 267 "ja" "ja"
"6378" "07072022_result.TextGrid" 267 "terve" "terve"
"6379" "07072022_result.TextGrid" 267 "lava" "lava"
"6380" "07072022_result.TextGrid" 267 "oli" "oli"
"6381" "07072022_result.TextGrid" 267 "mingit" "mingit"
"6382" "07072022_result.TextGrid" 267 "plöga" "plega"
"6383" "07072022_result.TextGrid" 267 "ja" "ja"
"6384" "07072022_result.TextGrid" 267 "suhkrut" "suhkrut"
"6385" "07072022_result.TextGrid" 267 "ja" "ja"
"6386" "07072022_result.TextGrid" 267 "sitta" "siit"
"6387" "07072022_result.TextGrid" 267 "täis" "täis"
"6388" "07072022_result.TextGrid" 267 "ja" "####"
"6389" "07072022_result.TextGrid" 267 "et" "et"
"6390" "07072022_result.TextGrid" 267 "ma" "ma"
"6391" "07072022_result.TextGrid" 267 "olin" "####"
"6392" "07072022_result.TextGrid" 267 "läksin" "läksin"
"6393" "07072022_result.TextGrid" 267 "nii" "nii"
"6394" "07072022_result.TextGrid" 267 "närvi" "närvi"
"6395" "07072022_result.TextGrid" 268 "nagu" "nagu"
"6396" "07072022_result.TextGrid" 268 "ma" "ma"
"6397" "07072022_result.TextGrid" 268 "läksin" "läksin"
"6398" "07072022_result.TextGrid" 268 "täiesti" "täiesti"
"6399" "07072022_result.TextGrid" 268 "endast" "endast"
"6400" "07072022_result.TextGrid" 268 "välja" "välja"
"6401" "07072022_result.TextGrid" 268 "ja" "####"
"6402" "07072022_result.TextGrid" 268 "et" "et"
"6403" "07072022_result.TextGrid" 268 "ma" "ma"
"6404" "07072022_result.TextGrid" 268 "mõtlesin" "mõtlesin"
"6405" "07072022_result.TextGrid" 268 "et" "et"
"6406" "07072022_result.TextGrid" 268 "ma" "ma"
"6407" "07072022_result.TextGrid" 268 "lihtsalt" "lihtsalt"
"6408" "07072022_result.TextGrid" 268 "panen" "panen"
"6409" "07072022_result.TextGrid" 268 "kõik" "kõik"
"6410" "07072022_result.TextGrid" 268 "kinni" "kinni"
"6411" "07072022_result.TextGrid" 268 "vsjo" "####"
"6412" "07072022_result.TextGrid" 268 "tõmmake" "tõmmake"
"6413" "07072022_result.TextGrid" 268 "kõik" "kõik"
"6414" "07072022_result.TextGrid" 268 "nahhui" "####"
"6415" "07072022_result.TextGrid" 268 "siit" "nahu"
"6416" "07072022_result.TextGrid" 269 "aga" "aga"
"6417" "07072022_result.TextGrid" 269 "siis" "siis"
"6418" "07072022_result.TextGrid" 269 "teised" "teised"
"6419" "07072022_result.TextGrid" 269 "rahustasid" "rahustasid"
"6420" "07072022_result.TextGrid" 269 "mind" "mind"
"6421" "07072022_result.TextGrid" 269 "maha" "maha"
"6422" "07072022_result.TextGrid" 269 "ja" "####"
"6423" "07072022_result.TextGrid" 269 "ütlesid" "####"
"6424" "07072022_result.TextGrid" 269 "et" "####"
"6425" "07072022_result.TextGrid" 269 "okei" "####"
"6426" "07072022_result.TextGrid" 269 "et" "####"
"6427" "07072022_result.TextGrid" 269 "ja" "####"
"6428" "07072022_result.TextGrid" 269 "aga" "####"
"6429" "07072022_result.TextGrid" 269 "ma" "####"
"6430" "07072022_result.TextGrid" 269 "mäletan" "####"
"6431" "07072022_result.TextGrid" 269 "et" "####"
"6432" "07072022_result.TextGrid" 269 "ma" "####"
"6433" "07072022_result.TextGrid" 269 "ütlesin" "####"
"6434" "07072022_result.TextGrid" 269 "mikrofoni" "####"
"6435" "07072022_result.TextGrid" 269 "et" "####"
"6436" "07072022_result.TextGrid" 269 "põhimõtteliselt" "####"
"6437" "07072022_result.TextGrid" 269 "et" "####"
"6438" "07072022_result.TextGrid" 269 "kui" "####"
"6439" "07072022_result.TextGrid" 269 "keegi" "####"
"6440" "07072022_result.TextGrid" 269 "nägi" "####"
"6441" "07072022_result.TextGrid" 269 "kes" "####"
"6442" "07072022_result.TextGrid" 269 "see" "####"
"6443" "07072022_result.TextGrid" 269 "kuradi" "####"
"6444" "07072022_result.TextGrid" 269 "värdjas" "####"
"6445" "07072022_result.TextGrid" 269 "oli" "####"
"6446" "07072022_result.TextGrid" 269 "siis" "####"
"6447" "07072022_result.TextGrid" 269 "näidake" "####"
"6448" "07072022_result.TextGrid" 269 "näpuga" "####"
"6449" "07072022_result.TextGrid" 269 "ja" "####"
"6450" "07072022_result.TextGrid" 269 "ma" "####"
"6451" "07072022_result.TextGrid" 269 "lasen" "####"
"6452" "07072022_result.TextGrid" 269 "turvamehel" "####"
"6453" "07072022_result.TextGrid" 269 "ta" "####"
"6454" "07072022_result.TextGrid" 269 "välja" "####"
"6455" "07072022_result.TextGrid" 269 "eskortida" "####"
"6456" "07072022_result.TextGrid" 269 "no" "####"
"6457" "07072022_result.TextGrid" 269 "publikus" "####"
"6458" "07072022_result.TextGrid" 269 "see" "####"
"6459" "07072022_result.TextGrid" 269 "nägi" "####"
"6460" "07072022_result.TextGrid" 269 "mega" "####"
"6461" "07072022_result.TextGrid" 269 "naljakas" "####"
"6462" "07072022_result.TextGrid" 269 "välja" "####"
"6463" "07072022_result.TextGrid" 269 "jaa" "####"
"6464" "07072022_result.TextGrid" 269 "ei" "####"
"6465" "07072022_result.TextGrid" 269 "kõik" "####"
"6466" "07072022_result.TextGrid" 269 "olid" "####"
"6467" "07072022_result.TextGrid" 269 "mingi" "####"
"6468" "07072022_result.TextGrid" 269 "oh" "####"
"6469" "07072022_result.TextGrid" 269 "my" "####"
"6470" "07072022_result.TextGrid" 269 "god" "####"
"6471" "07072022_result.TextGrid" 269 "see" "####"
"6472" "07072022_result.TextGrid" 269 "oli" "####"
"6473" "07072022_result.TextGrid" 269 "nagu" "####"
"6474" "07072022_result.TextGrid" 269 "show" "####"
"6475" "07072022_result.TextGrid" 270 "aga" "aga"
"6476" "07072022_result.TextGrid" 270 "mille" "mille"
"6477" "07072022_result.TextGrid" 270 "üle" "üle"
"6478" "07072022_result.TextGrid" 270 "sa" "sa"
"6479" "07072022_result.TextGrid" 270 "niiöelda" "niiöelda"
"6480" "07072022_result.TextGrid" 270 "kõige" "kõige"
"6481" "07072022_result.TextGrid" 270 "uhkem" "uhkem"
"6482" "07072022_result.TextGrid" 270 "oled" "oled"
"6483" "07072022_result.TextGrid" 270 "bämmi" "pammi"
"6484" "07072022_result.TextGrid" 270 "bämmi" "pämmi"
"6485" "07072022_result.TextGrid" 270 "osas" "osas"
"6486" "07072022_result.TextGrid" 271 "et" "et"
"6487" "07072022_result.TextGrid" 271 "aastate" "aastate"
"6488" "07072022_result.TextGrid" 271 "jooksul" "jooksul"
"6489" "07072022_result.TextGrid" 271 "mis" "####"
"6490" "07072022_result.TextGrid" 271 "on" "####"
"6491" "07072022_result.TextGrid" 271 "hästi" "####"
"6492" "07072022_result.TextGrid" 271 "läinud" "sest"
"6493" "07072022_result.TextGrid" 272 "ma" "ma"
"6494" "07072022_result.TextGrid" 272 "arvan" "arvan"
"6495" "07072022_result.TextGrid" 272 "et" "et"
"6496" "07072022_result.TextGrid" 272 "noh" "noh"
"6497" "07072022_result.TextGrid" 272 "et" "et"
"6498" "07072022_result.TextGrid" 272 "bämm" "mämm"
"6499" "07072022_result.TextGrid" 272 "ise" "ise"
"6500" "07072022_result.TextGrid" 272 "on" "on"
"6501" "07072022_result.TextGrid" 272 "mida" "####"
"6502" "07072022_result.TextGrid" 272 "midagi" "midagi"
"6503" "07072022_result.TextGrid" 272 "mille" "mille"
"6504" "07072022_result.TextGrid" 272 "üle" "üle"
"6505" "07072022_result.TextGrid" 272 "jah" "####"
"6506" "07072022_result.TextGrid" 272 "niiöelda" "saada"
"6507" "07072022_result.TextGrid" 272 "uhkust" "uhkust"
"6508" "07072022_result.TextGrid" 272 "tunda" "tunda"
"6509" "07072022_result.TextGrid" 272 "aga" "aga"
"6510" "07072022_result.TextGrid" 272 "äkki" "äkki"
"6511" "07072022_result.TextGrid" 272 "on" "on"
"6512" "07072022_result.TextGrid" 272 "mingi" "mingi"
"6513" "07072022_result.TextGrid" 272 "mõni" "mõni"
"6514" "07072022_result.TextGrid" 272 "sihuke" "niisugune"
"6515" "07072022_result.TextGrid" 272 "moment" "moment"
"6516" "07072022_result.TextGrid" 272 "või" "või"
"6517" "07072022_result.TextGrid" 273 "no" "no"
"6518" "07072022_result.TextGrid" 273 "ma" "ma"
"6519" "07072022_result.TextGrid" 273 "mäletan" "mäletan"
"6520" "07072022_result.TextGrid" 273 "et" "et"
"6521" "07072022_result.TextGrid" 273 "meie" "meie"
"6522" "07072022_result.TextGrid" 273 "esimene" "esimene"
"6523" "07072022_result.TextGrid" 273 "sihuke" "niisugune"
"6524" "07072022_result.TextGrid" 273 "nagu" "nagu"
"6525" "07072022_result.TextGrid" 273 "great" "grete"
"6526" "07072022_result.TextGrid" 273 "success" "aass"
"6527" "07072022_result.TextGrid" 273 "oligi" "oligi"
"6528" "07072022_result.TextGrid" 273 "see" "see"
"6529" "07072022_result.TextGrid" 273 "kui" "kui"
"6530" "07072022_result.TextGrid" 273 "me" "me"
"6531" "07072022_result.TextGrid" 273 "esimest" "esimest"
"6532" "07072022_result.TextGrid" 273 "korda" "korda"
"6533" "07072022_result.TextGrid" 273 "tegime" "tegime"
"6534" "07072022_result.TextGrid" 273 "pridei" "####"
"6535" "07072022_result.TextGrid" 273 "pride" "pride"
"6536" "07072022_result.TextGrid" 273 "bäm" "####"
"6537" "07072022_result.TextGrid" 273 "jaa" "prideba"
"6538" "07072022_result.TextGrid" 273 "pride" "bride"
"6539" "07072022_result.TextGrid" 273 "bäm" "bam"
"6540" "07072022_result.TextGrid" 273 "aga" "aga"
"6541" "07072022_result.TextGrid" 273 "see" "see"
"6542" "07072022_result.TextGrid" 273 "tegelikult" "tegelikult"
"6543" "07072022_result.TextGrid" 273 "oli" "oli"
"6544" "07072022_result.TextGrid" 273 "nagu" "nagu"
"6545" "07072022_result.TextGrid" 273 "unofficial" "anoficall"
"6546" "07072022_result.TextGrid" 273 "pride" "prid"
"6547" "07072022_result.TextGrid" 273 "bäm" "bam"
"6548" "07072022_result.TextGrid" 273 "sest" "sest"
"6549" "07072022_result.TextGrid" 273 "et" "et"
"6550" "07072022_result.TextGrid" 273 "see" "see"
"6551" "07072022_result.TextGrid" 273 "official" "ofical"
"6552" "07072022_result.TextGrid" 273 "pride" "prid"
"6553" "07072022_result.TextGrid" 273 "pidu" "pidu"
"6554" "07072022_result.TextGrid" 273 "oli" "oli"
"6555" "07072022_result.TextGrid" 273 "vabaduses" "vabaduses"
"6556" "07072022_result.TextGrid" 273 "või" "või"
"6557" "07072022_result.TextGrid" 273 "vabankis" "####"
"6558" "07072022_result.TextGrid" 273 "jaa" "####"
"6559" "07072022_result.TextGrid" 273 "vabank" "####"
"6560" "07072022_result.TextGrid" 273 "vabankis" "####"
"6561" "07072022_result.TextGrid" 273 "vist" "####"
"6562" "07072022_result.TextGrid" 273 "jaa" "####"
"6563" "07072022_result.TextGrid" 273 "vabank" "####"
"6564" "07072022_result.TextGrid" 274 "vikerruum" "vikerruum"
"6565" "07072022_result.TextGrid" 274 "korraldas" "korraldas"
"6566" "07072022_result.TextGrid" 274 "seda" "seda"
"6567" "07072022_result.TextGrid" 274 "meil" "see"
"6568" "07072022_result.TextGrid" 274 "läks" "läks"
"6569" "07072022_result.TextGrid" 274 "kõik" "kõik"
"6570" "07072022_result.TextGrid" 274 "perse" "####"
"6571" "07072022_result.TextGrid" 274 "see" "perses"
"6572" "07072022_result.TextGrid" 274 "õhtu" "õhtu"
"6573" "07072022_result.TextGrid" 274 "ma" "ma"
"6574" "07072022_result.TextGrid" 274 "mäletan" "mäletan"
"6575" "07072022_result.TextGrid" 274 "sest" "sest"
"6576" "07072022_result.TextGrid" 274 "vist" "vist"
"6577" "07072022_result.TextGrid" 274 "kõik" "kõik"
"6578" "07072022_result.TextGrid" 274 "tulid" "tulid"
"6579" "07072022_result.TextGrid" 274 "helikopterisse" "helikopterisse"
"6580" "07072022_result.TextGrid" 274 "seal" "seal"
"6581" "07072022_result.TextGrid" 274 "oli" "oli"
"6582" "07072022_result.TextGrid" 274 "mingi" "mingi"
"6583" "07072022_result.TextGrid" 274 "nagu" "nagu"
"6584" "07072022_result.TextGrid" 274 "sadu" "sadu"
"6585" "07072022_result.TextGrid" 274 "ja" "ja"
"6586" "07072022_result.TextGrid" 274 "sadu" "sadu"
"6587" "07072022_result.TextGrid" 274 "ja" "ja"
"6588" "07072022_result.TextGrid" 274 "sadu" "sadu"
"6589" "07072022_result.TextGrid" 274 "inimesi" "inimesi"
"6590" "07072022_result.TextGrid" 274 "mhmh" "####"
"6591" "07072022_result.TextGrid" 275 "sest" "sest"
"6592" "07072022_result.TextGrid" 275 "vist" "vist"
"6593" "07072022_result.TextGrid" 275 "oligi" "oligi"
"6594" "07072022_result.TextGrid" 275 "nii" "nii"
"6595" "07072022_result.TextGrid" 275 "et" "et"
"6596" "07072022_result.TextGrid" 275 "kõik" "kõik"
"6597" "07072022_result.TextGrid" 275 "olid" "olid"
"6598" "07072022_result.TextGrid" 275 "nagu" "nagu"
"6599" "07072022_result.TextGrid" 275 "läinud" "läinud"
"6600" "07072022_result.TextGrid" 275 "sinna" "sinna"
"6601" "07072022_result.TextGrid" 275 "vabanki" "vabanki"
"6602" "07072022_result.TextGrid" 275 "ja" "####"
"6603" "07072022_result.TextGrid" 275 "siis" "####"
"6604" "07072022_result.TextGrid" 275 "olid" "isi"
"6605" "07072022_result.TextGrid" 275 "mingi" "mingi"
"6606" "07072022_result.TextGrid" 276 "seal" "seal"
"6607" "07072022_result.TextGrid" 276 "olid" "olid"
"6608" "07072022_result.TextGrid" 276 "mingid" "mingid"
"6609" "07072022_result.TextGrid" 276 "heli" "heli"
"6610" "07072022_result.TextGrid" 276 "ja" "ja"
"6611" "07072022_result.TextGrid" 276 "valguse" "valguse"
"6612" "07072022_result.TextGrid" 276 "probleemid" "probleemid"
"6613" "07072022_result.TextGrid" 276 "mingid" "mingid"
"6614" "07072022_result.TextGrid" 276 "asjad" "asjad"
"6615" "07072022_result.TextGrid" 276 "olid" "olid"
"6616" "07072022_result.TextGrid" 276 "unustatud" "unustatud"
"6617" "07072022_result.TextGrid" 276 "ja" "ja"
"6618" "07072022_result.TextGrid" 276 "see" "####"
"6619" "07072022_result.TextGrid" 276 "nojaa" "####"
"6620" "07072022_result.TextGrid" 276 "pluss" "pluss"
"6621" "07072022_result.TextGrid" 276 "heli" "####"
"6622" "07072022_result.TextGrid" 276 "vabankis" "eli"
"6623" "07072022_result.TextGrid" 277 "see" "see"
"6624" "07072022_result.TextGrid" 277 "asukoht" "asukoht"
"6625" "07072022_result.TextGrid" 277 "ka" "ka"
"6626" "07072022_result.TextGrid" 277 "ühe" "ühe"
"6627" "07072022_result.TextGrid" 277 "ühe" "ühe"
"6628" "07072022_result.TextGrid" 277 "inimese" "inimese"
"6629" "07072022_result.TextGrid" 277 "garbaaž" "garbaas"
"6630" "07072022_result.TextGrid" 277 "on" "on"
"6631" "07072022_result.TextGrid" 277 "teise" "teise"
"6632" "07072022_result.TextGrid" 277 "inimese" "####"
"6633" "07072022_result.TextGrid" 277 "õnnistus" "õnnistus"
"6634" "07072022_result.TextGrid" 277 "ja" "ja"
"6635" "07072022_result.TextGrid" 277 "meil" "####"
"6636" "07072022_result.TextGrid" 277 "läks" "läks"
"6637" "07072022_result.TextGrid" 277 "väga" "väga"
"6638" "07072022_result.TextGrid" 277 "hästi" "hästi"
"6639" "07072022_result.TextGrid" 278 "aga" "aga"
"6640" "07072022_result.TextGrid" 278 "ma" "ma"
"6641" "07072022_result.TextGrid" 278 "mäletan" "mäletan"
"6642" "07072022_result.TextGrid" 278 "et" "et"
"6643" "07072022_result.TextGrid" 278 "see" "see"
"6644" "07072022_result.TextGrid" 278 "####" "oli"
"6645" "07072022_result.TextGrid" 278 "oli" "hästi"
"6646" "07072022_result.TextGrid" 278 "hästihästi" "hästi"
"6647" "07072022_result.TextGrid" 278 "lõbus" "lõbus"
"6648" "07072022_result.TextGrid" 278 "bämm" "bämm"
"6649" "07072022_result.TextGrid" 278 "ja" "ja"
"6650" "07072022_result.TextGrid" 278 "see" "see"
"6651" "07072022_result.TextGrid" 278 "oli" "oli"
"6652" "07072022_result.TextGrid" 278 "see" "see"
"6653" "07072022_result.TextGrid" 278 "oli" "oli"
"6654" "07072022_result.TextGrid" 278 "väga" "väga"
"6655" "07072022_result.TextGrid" 278 "higine" "higine"
"6656" "07072022_result.TextGrid" 278 "ja" "####"
"6657" "07072022_result.TextGrid" 278 "vaata" "####"
"6658" "07072022_result.TextGrid" 278 "see" "####"
"6659" "07072022_result.TextGrid" 278 "helikopteri" "ja"
"6660" "07072022_result.TextGrid" 278 "see" "helikopterise"
"6661" "07072022_result.TextGrid" 278 "kogu" "kogu"
"6662" "07072022_result.TextGrid" 278 "hoov" "hoov"
"6663" "07072022_result.TextGrid" 278 "oli" "oli"
"6664" "07072022_result.TextGrid" 278 "lihtsalt" "lihtsalt"
"6665" "07072022_result.TextGrid" 278 "paksult" "paksult"
"6666" "07072022_result.TextGrid" 278 "inimesi" "inimesi"
"6667" "07072022_result.TextGrid" 279 "ja" "ja"
"6668" "07072022_result.TextGrid" 279 "sofia" "sofia"
"6669" "07072022_result.TextGrid" 279 "rubina" "rubina"
"6670" "07072022_result.TextGrid" 279 "esines" "####"
"6671" "07072022_result.TextGrid" 279 "jaa" "####"
"6672" "07072022_result.TextGrid" 279 "igatahes" "esimees"
"6673" "07072022_result.TextGrid" 279 "see" "see"
"6674" "07072022_result.TextGrid" 279 "oli" "oli"
"6675" "07072022_result.TextGrid" 279 "väga" "väga"
"6676" "07072022_result.TextGrid" 279 "tore" "tore"
"6677" "07072022_result.TextGrid" 279 "et" "et"
"6678" "07072022_result.TextGrid" 279 "seal" "seal"
"6679" "07072022_result.TextGrid" 279 "oli" "oli"
"6680" "07072022_result.TextGrid" 279 "nagu" "nagu"
"6681" "07072022_result.TextGrid" 279 "inimesi" "inimesi"
